Transcript_2,NM_080852.2,100.000,1752,0,0,1,1752,3,1754,0.0,3160
Transcript_2,XM_006530052.1,100.000,759,0,0,11,769,9,767,0.0,1370
Transcript_2,XM_006530052.1,100.000,755,0,0,899,1653,765,1519,0.0,1362
Transcript_2,NR_033591.2,75.678,1180,274,7,95,1265,80,1255,0.0,815
Transcript_2,NM_028746.3,64.487,780,249,14,176,938,167,935,1.58e-24,121
Transcript_2,NC_000069.6,100.000,760,0,0,11,770,14480699,14481458,0.0,1371
Transcript_2,NC_000069.6,99.383,486,3,0,1262,1747,14505343,14505828,0.0,864
Transcript_2,NC_000069.6,100.000,366,0,0,900,1265,14499047,14499412,0.0,661
Transcript_2,NC_000069.6,80.205,682,129,1,95,770,14363196,14363877,5.46e-176,623
Transcript_2,NC_000069.6,100.000,134,0,0,768,901,14497224,14497357,1.92e-61,242
Transcript_2,NC_000069.6,97.761,134,3,0,439,572,14330257,14330390,4.22e-57,229
Transcript_2,NC_000069.6,76.364,220,52,0,1262,1481,14377340,14377559,1.48e-37,163
Transcript_2,NC_000069.6,70.321,374,105,5,895,1265,14372907,14373277,6.27e-36,158
Transcript_2,NC_000070.6,80.263,76,15,0,829,904,19823983,19824058,2.50e-09,70.7
Transcript_2,NC_000082.6,82.051,39,7,0,1355,1393,30321295,30321257,4.2,40.1
Transcript_8,NC_000069.6,79.474,190,39,0,1276,1465,101589959,101589770,1.21e-38,168
Transcript_8,NC_000069.6,77.160,162,37,0,2380,2541,101582161,101582000,3.71e-26,126
Transcript_8,NC_000069.6,77.612,134,30,0,2081,2214,101583883,101583750,9.95e-21,107
Transcript_8,NC_000069.6,68.248,274,87,0,998,1271,101590718,101590445,4.23e-19,103
Transcript_8,NC_000069.6,75.000,148,35,2,1762,1908,101586271,101586125,2.19e-16,94.2
Transcript_8,NC_000069.6,73.885,157,35,3,2218,2371,101582840,101582687,7.65e-16,91.5
Transcript_8,NC_000069.6,75.833,120,29,0,883,1002,101591238,101591119,3.25e-14,86.9
Transcript_8,NC_000069.6,70.391,179,53,0,1906,2084,101584899,101584721,1.14e-13,85.1
Transcript_8,NC_000069.6,71.154,156,45,0,2538,2693,101581881,101581726,4.83e-12,79.7
Transcript_8,NC_000069.6,71.094,128,31,2,448,572,101592566,101592442,1.30e-06,61.7
Transcript_8,NC_000069.6,71.264,87,25,0,2702,2788,101581263,101581177,0.100,45.5


